user_id,txn_date,txn_amount,channel,txn_type,txn_id
U100358,2025-05-31,690.09,USSD,loan,T011060
U102875,2025-07-27,187.78,USSD,topup,T011061
U102965,2025-06-20,868.9,USSD,topup,T011062
U102403,2025-06-23,492.92,Agent,send,T011063
U100237,2025-06-24,949.26,Agent,bill,T011064
U100259,2025-07-07,47.92,App,topup,T011065
U101409,2025-06-20,920.96,Agent,topup,T011066
U100866,2025-06-19,48.29,USSD,send,T011067
U100474,2025-06-07,479.27,Agent,topup,T011068
U101331,2025-07-12,896.2,USSD,topup,T011069
U102068,2025-06-22,514.29,App,bill,T011070
U102493,2025-07-01,909.52,App,bill,T011071
U101123,2025-05-19,419.49,App,bill,T011072
U100176,2025-05-27,506.48,Agent,bill,T011073
U102695,2025-05-31,999.89,USSD,send,T011074
U101061,2025-05-13,126.64,App,bill,T011075
U101963,2025-06-12,211.47,App,loan,T011076
U102289,2025-07-13,543.49,USSD,bill,T011077
U100519,2025-05-19,387.15,App,topup,T011078
U102138,2025-05-28,872.79,USSD,send,T011079
U100954,2025-06-29,231.5,App,bill,T011080
U102260,2025-06-10,652.46,App,send,T011081
U100244,2025-06-08,216.59,Agent,loan,T011082
U100061,2025-06-11,29.07,App,topup,T011083
U101301,2025-06-05,543.17,App,bill,T011084
U100096,2025-05-07,437.2,USSD,bill,T011085
U102741,2025-06-16,83.6,USSD,loan,T011086
U100218,2025-05-02,893.99,Agent,topup,T011087
U100685,2025-06-16,508.0,USSD,send,T011088
U101080,2025-05-10,96.64,App,bill,T011089
U100920,2025-05-31,342.35,USSD,topup,T011090
U102921,2025-06-23,305.11,App,topup,T011091
U101259,2025-06-16,824.85,Agent,bill,T011092
U101853,2025-06-28,729.46,Agent,loan,T011093
U102564,2025-06-06,295.8,App,topup,T011094
U100944,2025-05-29,57.4,App,topup,T011095
U100180,2025-06-17,666.71,Agent,bill,T011096
U102242,2025-07-15,777.66,Agent,send,T011097
U101475,2025-07-13,662.98,USSD,topup,T011098
U101405,2025-05-27,4.21,USSD,topup,T011099
U102467,2025-07-13,152.85,Agent,send,T011100
U102443,2025-07-05,804.01,USSD,send,T011101
U102332,2025-07-06,655.07,USSD,topup,T011102
U101815,2025-05-05,934.84,App,topup,T011103
U100275,2025-06-20,176.99,Agent,topup,T011104
U102855,2025-07-19,530.83,Agent,bill,T011105
U101377,2025-05-04,403.58,Agent,bill,T011106
U102693,2025-05-18,60.23,App,topup,T011107
U100039,2025-05-08,638.85,App,bill,T011108
U100778,2025-05-29,544.44,USSD,loan,T011109
U102761,2025-07-25,675.63,Agent,topup,T011110
U101842,2025-06-26,594.46,App,topup,T011111
U100754,2025-07-11,955.65,Agent,bill,T011112
U101622,2025-07-26,325.97,Agent,topup,T011113
U102798,2025-06-24,370.34,Agent,send,T011114
U101044,2025-06-21,435.33,Agent,topup,T011115
U100182,2025-05-16,115.22,USSD,send,T011116
U102985,2025-07-01,453.97,Agent,topup,T011117
U101124,2025-05-30,19.21,USSD,loan,T011118
U100309,2025-07-10,801.77,Agent,loan,T011119
U102585,2025-05-04,60.85,Agent,send,T011120
U102300,2025-06-20,725.45,Agent,topup,T011121
U100449,2025-05-02,854.6,USSD,topup,T011122
U101265,2025-05-04,832.53,Agent,loan,T011123
U100831,2025-05-29,175.93,USSD,bill,T011124
U100907,2025-06-06,650.87,App,loan,T011125
U101312,2025-05-18,202.84,USSD,bill,T011126
U100537,2025-06-03,817.4,Agent,loan,T011127
U100409,2025-06-21,796.05,Agent,topup,T011128
U101046,2025-05-05,999.17,Agent,send,T011129
U100134,2025-07-18,135.59,Agent,topup,T011130
U102023,2025-07-19,839.32,USSD,send,T011131
U102183,2025-07-05,228.74,App,send,T011132
U100757,2025-07-23,146.24,USSD,bill,T011133
U100052,2025-06-11,976.2,Agent,loan,T011134
U101523,2025-07-10,980.9,USSD,bill,T011135
U100558,2025-06-18,915.36,USSD,send,T011136
U102573,2025-06-19,561.66,Agent,send,T011137
U102898,2025-07-21,834.19,USSD,bill,T011138
U100742,2025-05-17,111.44,USSD,topup,T011139
U102181,2025-06-18,709.4,USSD,send,T011140
U101587,2025-06-05,722.23,Agent,bill,T011141
U101169,2025-07-05,491.72,Agent,topup,T011142
U101986,2025-07-06,642.94,USSD,topup,T011143
U102529,2025-05-04,672.06,App,send,T011144
U101416,2025-07-27,369.33,App,bill,T011145
U102662,2025-05-20,465.84,USSD,bill,T011146
U102933,2025-05-09,189.55,Agent,topup,T011147
U100045,2025-06-13,290.16,USSD,bill,T011148
U102274,2025-05-18,112.51,Agent,topup,T011149
U102828,2025-07-25,389.77,USSD,bill,T011150
U101192,2025-05-21,221.27,Agent,loan,T011151
U100844,2025-07-08,112.28,USSD,send,T011152
U100584,2025-05-31,609.72,App,send,T011153
U100207,2025-05-07,545.42,Agent,send,T011154
U100909,2025-07-08,607.62,App,send,T011155
U102633,2025-05-19,300.37,USSD,bill,T011156
U101530,2025-06-17,974.36,USSD,loan,T011157
U100689,2025-05-20,72.78,USSD,topup,T011158
U101033,2025-06-24,506.45,Agent,bill,T011159
U100959,2025-07-01,939.13,USSD,topup,T011160
U101233,2025-06-28,926.64,Agent,loan,T011161
U101378,2025-05-01,892.59,App,topup,T011162
U100938,2025-05-04,555.05,Agent,send,T011163
U101614,2025-07-28,81.1,USSD,send,T011164
U102380,2025-06-06,884.81,Agent,send,T011165
U102009,2025-05-20,226.51,App,loan,T011166
U100499,2025-07-26,308.27,App,bill,T011167
U101405,2025-07-05,294.92,Agent,bill,T011168
U101780,2025-05-11,814.93,USSD,topup,T011169
U102587,2025-07-28,714.52,Agent,loan,T011170
U100725,2025-05-28,53.52,App,topup,T011171
U102151,2025-04-30,223.7,App,topup,T011172
U101972,2025-07-26,61.49,Agent,bill,T011173
U100979,2025-05-23,876.75,App,loan,T011174
U102844,2025-07-03,293.21,App,loan,T011175
U101444,2025-07-17,343.51,USSD,topup,T011176
U101074,2025-07-27,367.34,App,topup,T011177
U100965,2025-07-19,721.43,App,send,T011178
U100119,2025-06-01,508.22,Agent,bill,T011179
U102653,2025-05-17,280.12,Agent,send,T011180
U101334,2025-06-06,746.54,App,bill,T011181
U100965,2025-07-19,659.74,Agent,topup,T011182
U101940,2025-05-22,226.21,Agent,bill,T011183
U102368,2025-06-05,47.09,Agent,bill,T011184
U102689,2025-07-28,280.8,App,send,T011185
U102957,2025-07-20,202.67,App,bill,T011186
U100156,2025-06-08,407.03,App,bill,T011187
U101675,2025-05-04,95.84,App,bill,T011188
U101067,2025-05-15,438.4,Agent,topup,T011189
U101933,2025-05-13,59.76,USSD,bill,T011190
U101421,2025-06-27,755.17,Agent,loan,T011191
U100782,2025-05-23,291.5,Agent,send,T011192
U101086,2025-06-29,115.46,Agent,bill,T011193
U101897,2025-07-03,978.08,Agent,send,T011194
U102286,2025-05-25,57.46,USSD,bill,T011195
U102312,2025-07-24,135.88,Agent,topup,T011196
U102535,2025-07-28,841.58,USSD,bill,T011197
U100559,2025-06-10,532.92,USSD,send,T011198
U102616,2025-07-05,259.75,Agent,send,T011199
U102099,2025-06-24,757.66,App,loan,T011200
U101139,2025-07-07,317.79,USSD,bill,T011201
U101528,2025-07-22,412.08,Agent,topup,T011202
U101521,2025-07-26,18.78,USSD,topup,T011203
U100929,2025-06-29,475.58,Agent,topup,T011204
U101701,2025-05-30,289.18,App,bill,T011205
U100944,2025-05-19,495.96,App,send,T011206
U101196,2025-07-24,394.75,App,loan,T011207
U100245,2025-07-02,649.21,App,bill,T011208
U102172,2025-07-10,206.92,App,bill,T011209
U100703,2025-07-27,771.71,Agent,loan,T011210
U100888,2025-05-26,150.06,App,send,T011211
U100725,2025-06-08,404.19,Agent,bill,T011212
U102036,2025-07-06,282.07,USSD,bill,T011213
U102470,2025-04-30,200.89,USSD,loan,T011214
U100933,2025-06-09,326.41,App,send,T011215
U101638,2025-07-18,17.09,App,bill,T011216
U100189,2025-06-09,167.82,Agent,loan,T011217
U101144,2025-06-05,780.73,Agent,topup,T011218
U102810,2025-05-26,585.55,USSD,loan,T011219
U101145,2025-07-20,475.98,Agent,topup,T011220
U101490,2025-07-26,219.77,Agent,bill,T011221
U101595,2025-05-18,164.66,App,bill,T011222
U101192,2025-07-18,150.4,USSD,topup,T011223
U101694,2025-07-14,455.11,App,topup,T011224
U101677,2025-06-16,734.88,App,send,T011225
U100854,2025-05-24,431.7,Agent,send,T011226
U101689,2025-06-27,388.04,App,topup,T011227
U100583,2025-05-01,121.22,Agent,loan,T011228
U102659,2025-06-29,769.79,USSD,bill,T011229
U102415,2025-07-06,277.68,App,bill,T011230
U101086,2025-06-07,487.05,Agent,topup,T011231
U100098,2025-05-04,768.27,USSD,topup,T011232
U100916,2025-07-06,974.3,USSD,loan,T011233
U102411,2025-07-13,784.96,USSD,send,T011234
U102850,2025-06-12,435.76,USSD,loan,T011235
U100615,2025-05-12,792.32,USSD,topup,T011236
U102357,2025-07-03,409.98,App,loan,T011237
U100904,2025-07-05,39.55,USSD,topup,T011238
U100851,2025-05-21,708.96,Agent,send,T011239
U101941,2025-05-06,500.62,App,bill,T011240
U101715,2025-06-30,221.78,App,send,T011241
U100444,2025-05-11,504.11,USSD,send,T011242
U101573,2025-05-11,142.83,Agent,loan,T011243
U101793,2025-05-15,220.66,Agent,send,T011244
U100196,2025-07-26,353.91,Agent,loan,T011245
U100869,2025-07-15,299.59,USSD,bill,T011246
U100008,2025-06-16,37.8,USSD,loan,T011247
U102525,2025-05-06,676.73,USSD,topup,T011248
U102397,2025-05-17,234.86,Agent,loan,T011249
U102666,2025-06-21,100.08,USSD,topup,T011250
U102994,2025-05-31,702.59,Agent,send,T011251
U102230,2025-05-16,445.45,App,loan,T011252
U102210,2025-07-10,990.65,USSD,topup,T011253
U102651,2025-05-24,806.81,USSD,loan,T011254
U101855,2025-07-05,827.91,App,loan,T011255
U101579,2025-07-08,231.07,USSD,topup,T011256
U101946,2025-07-06,239.44,App,send,T011257
U101854,2025-06-07,361.88,App,bill,T011258
U100037,2025-05-27,651.48,USSD,send,T011259
U102905,2025-06-21,196.55,Agent,topup,T011260
U102050,2025-05-27,574.13,App,send,T011261
U101881,2025-05-27,318.06,App,topup,T011262
U100018,2025-07-22,810.74,Agent,loan,T011263
U102446,2025-06-24,13.01,USSD,loan,T011264
U102626,2025-05-25,920.02,Agent,loan,T011265
U100506,2025-05-10,916.84,App,bill,T011266
U101696,2025-07-12,706.51,USSD,loan,T011267
U101068,2025-05-11,41.09,App,send,T011268
U100537,2025-06-07,890.37,Agent,send,T011269
U100592,2025-07-18,171.7,App,bill,T011270
U101204,2025-07-24,841.11,USSD,send,T011271
U102853,2025-07-24,413.82,App,loan,T011272
U102862,2025-05-19,827.76,Agent,loan,T011273
U101630,2025-05-08,409.83,App,loan,T011274
U101453,2025-06-22,973.54,App,bill,T011275
U100894,2025-07-21,544.95,Agent,topup,T011276
U100807,2025-06-17,754.38,App,topup,T011277
U102758,2025-05-19,730.33,USSD,send,T011278
U102550,2025-05-12,578.33,App,topup,T011279
U101619,2025-06-19,890.21,App,loan,T011280
U101659,2025-05-03,766.45,Agent,bill,T011281
U101834,2025-06-14,444.96,USSD,topup,T011282
U101819,2025-06-15,210.48,USSD,bill,T011283
U100226,2025-05-10,679.41,Agent,loan,T011284
U100105,2025-05-10,722.93,USSD,bill,T011285
U101918,2025-05-22,155.2,Agent,topup,T011286
U101774,2025-05-03,268.61,USSD,bill,T011287
U100580,2025-07-19,587.61,USSD,loan,T011288
U102936,2025-06-06,594.48,USSD,loan,T011289
U100453,2025-05-17,501.52,App,loan,T011290
U101678,2025-05-08,541.08,USSD,topup,T011291
U102927,2025-07-13,115.39,App,send,T011292
U100324,2025-07-06,917.7,Agent,loan,T011293
U101924,2025-07-17,402.32,Agent,send,T011294
U100214,2025-05-06,179.74,App,send,T011295
U102655,2025-05-23,919.61,Agent,loan,T011296
U101261,2025-06-11,773.2,App,topup,T011297
U100559,2025-06-28,248.99,USSD,topup,T011298
U100577,2025-06-05,30.58,USSD,send,T011299
U100676,2025-06-11,992.34,USSD,loan,T011300
U100761,2025-07-10,633.74,App,topup,T011301
U100094,2025-05-13,170.19,USSD,send,T011302
U102363,2025-06-11,253.31,App,topup,T011303
U102331,2025-06-26,787.26,USSD,bill,T011304
U101425,2025-07-13,160.12,Agent,bill,T011305
U100399,2025-05-03,445.2,USSD,bill,T011306
U101702,2025-07-03,716.71,Agent,topup,T011307
U101727,2025-06-17,303.88,Agent,bill,T011308
U100106,2025-07-13,828.7,Agent,topup,T011309
U101669,2025-05-18,148.37,Agent,loan,T011310
U101518,2025-07-13,676.75,USSD,topup,T011311
U100243,2025-05-20,968.51,Agent,topup,T011312
U102914,2025-07-09,899.42,USSD,topup,T011313
U100041,2025-05-30,405.93,USSD,topup,T011314
U100726,2025-05-04,510.69,USSD,bill,T011315
U101854,2025-06-24,40.05,Agent,send,T011316
U101697,2025-05-01,598.09,Agent,send,T011317
U102260,2025-05-14,566.58,App,loan,T011318
U100292,2025-06-02,60.81,USSD,send,T011319
U102027,2025-07-22,97.07,App,topup,T011320
U102701,2025-05-24,422.79,USSD,send,T011321
U101576,2025-07-28,710.51,Agent,loan,T011322
U102108,2025-05-17,314.8,App,topup,T011323
U102452,2025-06-02,101.4,Agent,loan,T011324
U101982,2025-06-13,618.27,App,bill,T011325
U100782,2025-05-19,961.67,Agent,loan,T011326
U101363,2025-07-26,76.78,Agent,bill,T011327
U100869,2025-07-01,730.46,USSD,topup,T011328
U102365,2025-05-05,452.07,App,topup,T011329
U102328,2025-06-06,744.2,USSD,loan,T011330
U100831,2025-06-05,232.79,Agent,send,T011331
U100125,2025-05-14,253.53,App,bill,T011332
U102734,2025-05-28,954.08,App,topup,T011333
U102674,2025-06-18,907.8,Agent,loan,T011334
U102985,2025-05-06,686.12,Agent,bill,T011335
U102603,2025-05-21,301.5,App,bill,T011336
U100546,2025-05-17,943.16,App,send,T011337
U100137,2025-06-29,893.77,Agent,loan,T011338
U101492,2025-05-18,546.85,App,topup,T011339
U100914,2025-06-01,260.28,USSD,send,T011340
U102521,2025-07-02,229.8,App,send,T011341
U100260,2025-07-09,899.28,USSD,bill,T011342
U101625,2025-06-11,469.24,USSD,topup,T011343
U100692,2025-05-02,702.07,App,bill,T011344
U100446,2025-07-23,334.04,USSD,send,T011345
U101869,2025-06-11,929.28,App,topup,T011346
U101146,2025-05-06,226.9,App,loan,T011347
U102344,2025-07-20,955.55,USSD,loan,T011348
U102849,2025-05-23,700.58,App,loan,T011349
U101121,2025-06-27,49.46,USSD,topup,T011350
U102899,2025-06-20,38.39,USSD,loan,T011351
U102132,2025-05-27,985.67,App,loan,T011352
U100639,2025-06-23,489.88,USSD,send,T011353
U101601,2025-05-15,565.4,USSD,bill,T011354
U101076,2025-05-13,117.82,App,loan,T011355
U100794,2025-06-22,718.69,App,send,T011356
U101310,2025-05-30,928.38,Agent,topup,T011357
U100538,2025-05-05,613.72,App,send,T011358
U102418,2025-05-10,152.51,App,topup,T011359
U100847,2025-07-05,878.57,App,bill,T011360
U102734,2025-05-06,322.58,Agent,send,T011361
U100887,2025-06-08,648.65,Agent,loan,T011362
U100065,2025-06-19,496.74,Agent,bill,T011363
U100794,2025-06-20,35.84,App,loan,T011364
U100768,2025-05-01,771.77,USSD,send,T011365
U100566,2025-06-29,573.91,App,loan,T011366
U102760,2025-07-08,684.44,App,bill,T011367
U101364,2025-05-16,543.23,USSD,topup,T011368
U100489,2025-07-09,380.04,App,topup,T011369
U101936,2025-05-31,513.59,App,bill,T011370
U102190,2025-06-04,926.41,USSD,bill,T011371
U102944,2025-05-03,392.63,Agent,send,T011372
U100545,2025-05-13,530.37,App,loan,T011373
U102482,2025-07-26,839.67,USSD,bill,T011374
U100646,2025-05-10,882.96,App,send,T011375
U102853,2025-07-05,823.34,USSD,topup,T011376
U100323,2025-05-22,398.31,App,bill,T011377
U101566,2025-04-30,809.5,USSD,bill,T011378
U102512,2025-06-06,444.19,App,topup,T011379
U101098,2025-04-30,73.59,App,topup,T011380
U102588,2025-06-23,536.86,Agent,send,T011381
U100035,2025-05-05,270.76,App,bill,T011382
U102566,2025-07-18,181.74,USSD,loan,T011383
U101308,2025-06-06,689.21,USSD,bill,T011384
U101455,2025-07-13,44.03,Agent,bill,T011385
U101323,2025-06-24,261.96,Agent,bill,T011386
U102460,2025-05-11,514.75,Agent,send,T011387
U101585,2025-07-22,574.16,USSD,topup,T011388
U102373,2025-05-21,784.46,USSD,bill,T011389
U102545,2025-07-12,640.85,Agent,bill,T011390
U101146,2025-06-30,845.02,USSD,send,T011391
U100598,2025-05-03,788.6,Agent,send,T011392
U102339,2025-06-23,636.1,Agent,bill,T011393
U100198,2025-06-21,346.03,Agent,topup,T011394
U100431,2025-05-07,975.94,Agent,send,T011395
U100767,2025-05-01,914.85,USSD,loan,T011396
U102042,2025-07-01,194.8,Agent,send,T011397
U101350,2025-07-19,230.6,App,topup,T011398
U100846,2025-07-27,203.64,USSD,loan,T011399
U101838,2025-06-15,61.55,App,loan,T011400
U102368,2025-06-24,137.57,App,bill,T011401
U100414,2025-07-01,705.58,App,loan,T011402
U102408,2025-06-06,632.46,App,topup,T011403
U101530,2025-05-27,221.13,App,topup,T011404
U102878,2025-07-05,358.13,Agent,bill,T011405
U102641,2025-06-28,780.63,Agent,send,T011406
U101244,2025-06-06,758.15,USSD,topup,T011407
U101991,2025-06-12,275.99,App,send,T011408
U100527,2025-07-27,672.06,App,send,T011409
U101335,2025-07-11,301.78,USSD,bill,T011410
U102650,2025-05-23,920.6,USSD,send,T011411
U100596,2025-07-05,677.59,USSD,send,T011412
U100074,2025-06-16,679.02,App,loan,T011413
U102187,2025-06-28,94.52,App,loan,T011414
U100418,2025-05-24,247.55,USSD,loan,T011415
U102778,2025-06-02,580.98,Agent,loan,T011416
U100948,2025-06-30,15.77,Agent,bill,T011417
U100390,2025-06-13,705.85,Agent,loan,T011418
U100042,2025-06-15,447.41,USSD,topup,T011419
U100233,2025-07-28,308.35,App,topup,T011420
U102764,2025-07-26,788.88,App,bill,T011421
U101242,2025-05-14,924.41,App,topup,T011422
U100308,2025-06-13,445.52,USSD,loan,T011423
U102898,2025-06-21,993.04,App,bill,T011424
U100819,2025-07-24,400.53,USSD,bill,T011425
U101493,2025-06-03,824.35,App,topup,T011426
U102457,2025-05-21,16.82,App,send,T011427
U100653,2025-05-14,529.36,USSD,loan,T011428
U101752,2025-05-27,457.76,USSD,loan,T011429
U101202,2025-06-30,399.98,Agent,topup,T011430
U101567,2025-07-09,242.84,App,send,T011431
U102329,2025-05-16,282.95,Agent,send,T011432
U101664,2025-06-06,507.9,USSD,topup,T011433
U100349,2025-05-24,884.06,Agent,send,T011434
U102817,2025-07-24,525.61,App,send,T011435
U101246,2025-05-15,381.02,Agent,loan,T011436
U100232,2025-06-04,784.24,Agent,topup,T011437
U101951,2025-07-10,697.75,App,topup,T011438
U101091,2025-05-02,799.4,USSD,topup,T011439
U100365,2025-06-10,305.52,Agent,loan,T011440
U101147,2025-07-17,158.53,App,topup,T011441
U100973,2025-05-29,142.22,USSD,topup,T011442
U102556,2025-05-13,411.5,Agent,loan,T011443
U102567,2025-05-04,722.79,Agent,loan,T011444
U102776,2025-06-13,821.6,App,topup,T011445
U101020,2025-06-08,492.58,USSD,topup,T011446
U102475,2025-07-08,166.53,App,topup,T011447
U100944,2025-07-24,139.1,App,loan,T011448
U100294,2025-06-21,517.5,Agent,bill,T011449
U101655,2025-07-21,21.07,USSD,topup,T011450
U101834,2025-05-22,253.04,USSD,send,T011451
U101500,2025-06-08,721.69,USSD,bill,T011452
U102729,2025-05-12,524.32,USSD,send,T011453
U101759,2025-07-20,737.0,App,topup,T011454
U101132,2025-06-29,966.75,Agent,send,T011455
U100639,2025-06-03,765.09,Agent,send,T011456
U100759,2025-05-20,320.72,USSD,topup,T011457
U100341,2025-06-08,599.96,USSD,loan,T011458
U101785,2025-06-09,48.48,Agent,bill,T011459
U100238,2025-07-24,298.02,USSD,send,T011460
U101182,2025-06-09,147.32,Agent,loan,T011461
U101290,2025-06-13,375.83,USSD,send,T011462
U101618,2025-07-10,55.75,USSD,bill,T011463
U101008,2025-06-12,27.61,Agent,send,T011464
U101796,2025-06-12,161.04,USSD,loan,T011465
U101585,2025-06-06,971.83,App,bill,T011466
U102942,2025-06-14,218.68,App,loan,T011467
U102166,2025-06-04,210.56,USSD,loan,T011468
U101541,2025-06-01,380.46,Agent,topup,T011469
U102019,2025-05-31,472.93,USSD,topup,T011470
U101249,2025-07-03,772.08,App,bill,T011471
U100691,2025-06-07,483.2,USSD,send,T011472
U100721,2025-05-12,846.71,Agent,loan,T011473
U102623,2025-07-09,412.81,App,topup,T011474
U102067,2025-06-20,145.48,App,topup,T011475
U101145,2025-05-19,834.7,Agent,loan,T011476
U101836,2025-05-23,609.66,Agent,bill,T011477
U102698,2025-05-21,990.64,Agent,send,T011478
U102387,2025-07-08,312.32,App,loan,T011479
U102895,2025-05-18,551.88,App,loan,T011480
U101421,2025-06-24,402.29,App,send,T011481
U101205,2025-05-18,913.04,Agent,loan,T011482
U101934,2025-07-23,833.42,App,topup,T011483
U101325,2025-07-09,791.39,USSD,bill,T011484
U102132,2025-07-03,72.65,USSD,topup,T011485
U101130,2025-07-15,460.69,USSD,bill,T011486
U101604,2025-06-29,616.05,Agent,loan,T011487
U101298,2025-06-04,70.49,App,send,T011488
U101377,2025-07-26,263.57,USSD,topup,T011489
U102057,2025-06-13,27.31,USSD,loan,T011490
U101226,2025-06-22,465.11,USSD,send,T011491
U100465,2025-07-22,420.91,Agent,loan,T011492
U100567,2025-07-13,919.45,Agent,topup,T011493
U102717,2025-07-15,240.16,USSD,topup,T011494
U102013,2025-06-08,992.3,USSD,bill,T011495
U100999,2025-06-05,673.93,App,topup,T011496
U101934,2025-07-01,540.51,USSD,loan,T011497
U102824,2025-05-29,138.46,App,bill,T011498
U101206,2025-05-20,862.81,USSD,send,T011499
U100666,2025-06-07,588.8,App,bill,T011500
U101472,2025-05-13,545.4,Agent,loan,T011501
U100897,2025-06-14,708.19,USSD,bill,T011502
U100565,2025-05-10,290.83,App,bill,T011503
U100160,2025-06-21,58.12,USSD,send,T011504
U100089,2025-07-02,732.94,Agent,loan,T011505
U101668,2025-06-12,13.67,Agent,send,T011506
U102370,2025-05-29,316.4,App,bill,T011507
U100864,2025-07-26,579.61,Agent,send,T011508
U101379,2025-07-19,994.47,Agent,topup,T011509
U100667,2025-07-14,156.11,USSD,loan,T011510
U100229,2025-07-23,169.39,App,loan,T011511
U102223,2025-06-29,749.23,USSD,send,T011512
U100658,2025-06-09,818.21,Agent,topup,T011513
U102149,2025-05-04,878.76,App,bill,T011514
U102517,2025-05-19,506.39,USSD,bill,T011515
U101779,2025-05-21,860.41,Agent,send,T011516
U102923,2025-06-01,482.75,App,bill,T011517
U101057,2025-06-22,676.07,Agent,topup,T011518
U101572,2025-07-25,803.36,Agent,send,T011519
U101294,2025-05-15,242.06,App,topup,T011520
U101547,2025-07-03,389.23,Agent,bill,T011521
U101166,2025-06-06,590.72,USSD,loan,T011522
U102870,2025-06-19,282.7,App,topup,T011523
U101206,2025-06-10,643.32,USSD,loan,T011524
U102241,2025-05-17,747.42,USSD,bill,T011525
U101620,2025-06-12,434.81,App,send,T011526
U101347,2025-05-02,933.53,USSD,send,T011527
U101675,2025-07-06,920.1,Agent,loan,T011528
U101258,2025-05-20,672.09,USSD,loan,T011529
U102094,2025-06-06,493.9,USSD,loan,T011530
U100112,2025-06-24,762.66,Agent,send,T011531
U101929,2025-07-03,932.67,App,loan,T011532
U100392,2025-05-16,866.04,USSD,loan,T011533
U100931,2025-05-26,18.03,USSD,send,T011534
U100612,2025-07-11,456.94,USSD,topup,T011535
U102032,2025-07-05,203.11,App,loan,T011536
U102559,2025-06-23,790.22,Agent,bill,T011537
U101619,2025-07-13,840.06,App,send,T011538
U101946,2025-05-15,292.86,USSD,loan,T011539
U101287,2025-07-01,556.33,Agent,bill,T011540
U100800,2025-06-08,803.24,USSD,bill,T011541
U101242,2025-06-24,842.73,Agent,send,T011542
U102735,2025-07-14,392.37,Agent,bill,T011543
U100435,2025-07-16,825.46,USSD,loan,T011544
U102357,2025-05-19,354.33,USSD,loan,T011545
U100806,2025-05-14,553.37,App,bill,T011546
U102593,2025-06-08,424.71,USSD,loan,T011547
U102634,2025-05-30,131.91,App,bill,T011548
U101738,2025-06-14,84.78,Agent,send,T011549
U100512,2025-05-23,989.05,Agent,topup,T011550
U100660,2025-07-23,783.42,USSD,topup,T011551
U102436,2025-07-10,895.18,USSD,bill,T011552
U102466,2025-05-12,499.85,Agent,loan,T011553
U101610,2025-07-13,523.9,Agent,loan,T011554
U101501,2025-06-16,583.74,USSD,bill,T011555
U102046,2025-05-30,110.26,App,loan,T011556
U101459,2025-06-28,970.65,USSD,send,T011557
U102379,2025-07-13,432.83,Agent,loan,T011558
U102583,2025-06-28,838.33,App,send,T011559
U101988,2025-06-20,316.75,App,bill,T011560
U101144,2025-07-10,59.4,App,topup,T011561
U100482,2025-06-29,35.8,App,loan,T011562
U100747,2025-07-24,433.87,USSD,loan,T011563
U101967,2025-05-03,163.4,USSD,topup,T011564
U100879,2025-07-04,175.93,App,loan,T011565
U100851,2025-05-09,975.15,App,send,T011566
U102312,2025-07-15,413.64,Agent,topup,T011567
U101247,2025-05-06,194.27,Agent,send,T011568
U100517,2025-05-08,887.69,App,loan,T011569
U101936,2025-05-02,556.78,Agent,loan,T011570
U100646,2025-04-30,422.68,App,bill,T011571
U101728,2025-07-28,585.29,Agent,bill,T011572
U102966,2025-07-22,713.81,App,send,T011573
U100645,2025-07-23,619.03,Agent,topup,T011574
U102766,2025-05-05,767.99,Agent,bill,T011575
U102808,2025-06-01,357.41,App,loan,T011576
U101129,2025-07-21,387.24,USSD,send,T011577
U101438,2025-05-08,43.13,USSD,loan,T011578
U101422,2025-05-30,913.59,Agent,bill,T011579
U100820,2025-07-26,51.03,USSD,bill,T011580
U101533,2025-06-03,469.97,Agent,loan,T011581
U102187,2025-05-19,862.79,USSD,topup,T011582
U100614,2025-07-11,152.36,App,send,T011583
U100075,2025-05-14,769.49,USSD,loan,T011584
U102648,2025-05-20,452.33,Agent,send,T011585
U101216,2025-05-29,272.87,Agent,send,T011586
U100339,2025-07-20,508.09,App,topup,T011587
U101168,2025-05-06,945.38,App,loan,T011588
U102250,2025-06-04,467.76,App,send,T011589
U102046,2025-06-29,28.42,Agent,loan,T011590
U101711,2025-07-27,525.4,USSD,send,T011591
U102711,2025-05-30,803.82,Agent,send,T011592
U102002,2025-06-25,610.99,App,send,T011593
U100330,2025-07-26,955.68,USSD,send,T011594
U100601,2025-07-19,235.98,USSD,loan,T011595
U102852,2025-06-12,343.62,App,loan,T011596
U101494,2025-06-15,604.27,Agent,send,T011597
U102762,2025-06-01,632.6,App,loan,T011598
U102744,2025-07-07,415.71,Agent,send,T011599
U100920,2025-05-17,422.5,USSD,topup,T011600
U100684,2025-05-28,761.72,App,send,T011601
U102224,2025-05-29,376.78,App,send,T011602
U100570,2025-05-09,101.37,App,bill,T011603
U100100,2025-07-16,873.64,USSD,topup,T011604
U102466,2025-06-23,574.05,USSD,topup,T011605
U101206,2025-05-15,530.14,App,bill,T011606
U101624,2025-07-26,7.3,Agent,topup,T011607
U101065,2025-07-24,696.55,USSD,send,T011608
U101918,2025-05-14,566.85,USSD,topup,T011609
U101272,2025-05-15,312.35,App,loan,T011610
U101511,2025-06-09,377.24,USSD,send,T011611
U102459,2025-05-11,399.03,App,topup,T011612
U100697,2025-06-20,987.87,App,topup,T011613
U102541,2025-07-27,374.13,App,loan,T011614
U101575,2025-06-29,83.03,App,topup,T011615
